date,holiday,anniversary
20221014,0,0
20221015,0,0
20221016,0,0
20221017,0,0
20221018,0,0
20221019,0,0
20221020,0,0
20221021,0,0
20221022,0,0
20221023,0,0
20221024,0,0
20221025,0,0
20221026,0,0
20221027,0,0
20221028,0,0
20221029,0,0
20221030,0,0
20221031,0,0
20221101,0,0
20221102,0,0
20221103,0,0
20221104,0,0
20221105,0,0
20221106,0,0
20221107,0,0
20221108,0,0
20221109,0,0
20221110,0,0
20221111,0,0
20221112,0,0
20221113,0,0
20221114,0,0
20221115,0,0
20221116,0,0
20221117,0,0
20221118,0,0
20221119,0,0
20221120,0,0
20221121,0,0
20221122,0,0
20221123,0,0
20221124,0,0
20221125,0,0
20221126,0,0
20221127,0,0
20221128,0,0
20221129,0,0
20221130,0,0
20221201,0,0
20221202,0,0
20221203,0,0
20221204,0,0
20221205,0,0
20221206,0,0
20221207,0,0
20221208,0,0
20221209,0,0
20221210,0,0
20221211,0,0
20221212,0,0
20221213,0,0
20221214,0,0
20221215,0,0
20221216,0,0
20221217,0,0
20221218,0,0
20221219,0,0
20221220,0,0
20221221,0,0
20221222,0,0
20221223,0,0
20221224,0,0
20221225,0,1
20221226,0,0
20221227,0,0
20221228,0,0
20221229,0,0
20221230,0,0
20221231,0,0
20230101,1,0
20230102,0,0
20230103,0,0
20230104,0,0
20230105,0,0
20230106,0,0
20230107,0,0
20230108,0,0
20230109,0,0
20230110,0,0
20230111,0,0
20230112,0,0
20230113,0,0
20230114,0,0
20230115,0,0
20230116,0,0
20230117,0,0
20230118,0,0
20230119,0,0
20230120,0,0
20230121,1,0
20230122,1,0
20230123,1,0
20230124,1,0
20230125,0,0
20230126,0,0
20230127,0,0
20230128,0,0
20230129,0,0
20230130,0,0
20230131,0,0
20230201,0,0
20230202,0,0
20230203,0,0
20230204,0,0
20230205,0,0
20230206,0,0
20230207,0,0
20230208,0,0
20230209,0,0
20230210,0,0
20230211,0,0
20230212,0,0
20230213,0,0
20230214,0,0
20230215,0,0
20230216,0,0
20230217,0,0
20230218,0,0
20230219,0,0
20230220,0,0
20230221,0,0
20230222,0,0
20230223,0,0
20230224,0,0
20230225,0,0
20230226,0,0
20230227,0,0
20230228,0,0
20230301,0,1
20230302,0,0
20230303,0,0
20230304,0,0
20230305,0,0
20230306,0,0
20230307,0,0
20230308,0,0
20230309,0,0
20230310,0,0
20230311,0,0
20230312,0,0
20230313,0,0
20230314,0,0
20230315,0,0
20230316,0,0
20230317,0,0
20230318,0,0
20230319,0,0
20230320,0,0
20230321,0,0
20230322,0,0
20230323,0,0
20230324,0,0
20230325,0,0
20230326,0,0
20230327,0,0
20230328,0,0
20230329,0,0
20230330,0,0
20230331,0,0
20230401,0,0
20230402,0,0
20230403,0,0
20230404,0,0
20230405,0,0
20230406,0,0
20230407,0,0
20230408,0,0
20230409,0,0
20230410,0,0
20230411,0,0
20230412,0,0
20230413,0,0
20230414,0,0
20230415,0,0
20230416,0,0
20230417,0,0
20230418,0,0
20230419,0,0
20230420,0,0
20230421,0,0
20230422,0,0
20230423,0,0
20230424,0,0
20230425,0,0
20230426,0,0
20230427,0,0
20230428,0,0
20230429,0,0
20230430,0,0
20230501,0,0
20230502,0,0
20230503,0,0
20230504,0,0
20230505,0,1
20230506,0,0
20230507,0,0
20230508,0,0
20230509,0,0
20230510,0,0
20230511,0,0
20230512,0,0
20230513,0,0
20230514,0,0
20230515,0,0
20230516,0,0
20230517,0,0
20230518,0,0
20230519,0,0
20230520,0,0
20230521,0,0
20230522,0,0
20230523,0,0
20230524,0,0
20230525,0,0
20230526,0,0
20230527,0,1
20230528,0,0
20230529,0,1
20230530,0,0
20230531,0,0
20230601,0,0
20230602,0,0
20230603,0,0
20230604,0,0
20230605,0,0
20230606,0,1
20230607,0,0
20230608,0,0
20230609,0,0
20230610,0,0
20230611,0,0
20230612,0,0
20230613,0,0
20230614,0,0
20230615,0,0
20230616,0,0
20230617,0,0
20230618,0,0
20230619,0,0
20230620,0,0
20230621,0,0
20230622,0,0
20230623,0,0
20230624,0,0
20230625,0,0
20230626,0,0
20230627,0,0
20230628,0,0
20230629,0,0
20230630,0,0
20230701,0,0
20230702,0,0
20230703,0,0
20230704,0,0
20230705,0,0
20230706,0,0
20230707,0,0
20230708,0,0
20230709,0,0
20230710,0,0
20230711,0,0
20230712,0,0
20230713,0,0
20230714,0,0
20230715,0,0
20230716,0,0
20230717,0,0
20230718,0,0
20230719,0,0
20230720,0,0
20230721,0,0
20230722,0,0
20230723,0,0
20230724,0,0
20230725,0,0
20230726,0,0
20230727,0,0
20230728,0,0
20230729,0,0
20230730,0,0
20230731,0,0
20230801,0,0
20230802,0,0
20230803,0,0
20230804,0,0
20230805,0,0
20230806,0,0
20230807,0,0
20230808,0,0
20230809,0,0
20230810,0,0
20230811,0,0
20230812,0,0
20230813,0,0
20230814,0,0
20230815,0,1
20230816,0,0
20230817,0,0
20230818,0,0
20230819,0,0
20230820,0,0
20230821,0,0
20230822,0,0
20230823,0,0
20230824,0,0
20230825,0,0
20230826,0,0
20230827,0,0
20230828,0,0
20230829,0,0
20230830,0,0
20230831,0,0
20230901,0,0
20230902,0,0
20230903,0,0
20230904,0,0
20230905,0,0
20230906,0,0
20230907,0,0
20230908,0,0
20230909,0,0
20230910,0,0
20230911,0,0
20230912,0,0
20230913,0,0
20230914,0,0
20230915,0,0
20230916,0,0
20230917,0,0
20230918,0,0
20230919,0,0
20230920,0,0
20230921,0,0
20230922,0,0
20230923,0,0
20230924,0,0
20230925,0,0
20230926,0,0
20230927,0,0
20230928,1,0
20230929,1,0
20230930,1,0
20231001,0,0
20231002,0,1
20231003,0,1
20231004,0,0
20231005,0,0
20231006,0,0
20231007,0,0
20231008,0,0
20231009,0,1
20231010,0,0
20231011,0,0
20231012,0,0
20231013,0,0
20231014,0,0
20231015,0,0
20231016,0,0
20231017,0,0
20231018,0,0
20231019,0,0
20231020,0,0
20231021,0,0
20231022,0,0
20231023,0,0
20231024,0,0
20231025,0,0
20231026,0,0
20231027,0,0
20231028,0,0
20231029,0,0
20231030,0,0
20231031,0,0
20231101,0,0
20231102,0,0
20231103,0,0
20231104,0,0
20231105,0,0
20231106,0,0
20231107,0,0
20231108,0,0
20231109,0,0
20231110,0,0
20231111,0,0
20231112,0,0
20231113,0,0
20231114,0,0
20231115,0,0
20231116,0,0
20231117,0,0
20231118,0,0
20231119,0,0
20231120,0,0
20231121,0,0
20231122,0,0
20231123,0,0
20231124,0,0
20231125,0,0
20231126,0,0
20231127,0,0
20231128,0,0
20231129,0,0
20231130,0,0
20231201,0,0
20231202,0,0
20231203,0,0
20231204,0,0
20231205,0,0
20231206,0,0
20231207,0,0
20231208,0,0
20231209,0,0
20231210,0,0
20231211,0,0
20231212,0,0
20231213,0,0
20231214,0,0
20231215,0,0
20231216,0,0
20231217,0,0
20231218,0,0
20231219,0,0
20231220,0,0
20231221,0,0
20231222,0,0
20231223,0,0
20231224,0,0
20231225,0,1
20231226,0,0
20231227,0,0
20231228,0,0
20231229,0,0
20231230,0,0
20231231,0,0
